,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33
Reactive power (kvar),-0.1361841379538981,-0.010138232694662267,0.010309329519617825,0.0020778355508763694,0.018221499778942867,-0.011585559377789326,0.014086330977181436,0.018168178554797444,-0.0038000357754686682,0.05522469239203059,-0.06279383107517324,0.02827320162235311,0.0373559500424388,-0.03331369090510144,0.04716225684881478,-0.0319796896459017,-0.01953927504267186,-0.010866774132677521,-0.0006552512513143035,-0.048764292067085636,-0.020794987971046237,0.04713937721486699,0.003520620198821235,0.009664459452031208,0.0011864460060032945,-0.05917813471909342,0.015035817709220321,0.08316786933953069,-0.09969548091847313,0.03125590251745471,0.022194935027794044,0.032846104374952105,0.036994948994018034
"Reactive power, Max (kvar)",-0.1334362894987627,0.0030704403780039413,0.023792262167582408,-0.013068555191498885,0.014065893879330155,0.010598219226541895,0.016997028832320044,0.012592555098267276,0.01744696989242515,0.06687011556588979,-0.0760613704178138,0.05739817659632728,0.01920455606462366,-0.01920361603446667,0.027200403424354144,-0.016403899500168212,-0.04797409991083532,-0.020434635741284117,-0.007692003564824627,-0.08301868204687989,-0.037897108030670965,0.056177645014302946,0.008154669566989355,0.012567853361760776,-0.013583686915918198,-0.04458129369812523,0.013336333381292302,0.0630597657814324,-0.0686849806362961,0.021825973756020352,0.017798240354265818,-0.001324521340010272,0.026985995406458563
"Reactive power, Min (kvar)",-0.13622090973844778,-0.021021023668269693,-0.0016882600971562048,0.017707091003276363,0.019268801961224713,-0.036905866482466604,0.01443426696329871,0.02315604147857893,0.0009525213778495413,0.04744348070283627,-0.04690835995287957,0.03595005514176696,0.005536089166637052,-0.0054647566465129485,0.023181100292831103,-0.0004160450162727883,-0.008726065538217727,0.009215894384194423,-0.014067484686679033,-0.05009957221601539,-0.010384759823746237,0.055682242117094854,0.005708201878140209,0.01372710425127725,-0.0029374996454553555,-0.07962077652554354,0.015056461624767849,0.08733837316142755,-0.11020792608498141,0.04359317942090182,0.03639555679127305,0.019835610543587782,-0.0315029771076437
"Reactive power, Standard deviation (kvar)",0.09341703388818627,0.06181998121650394,0.05509483817015634,-0.07509420457738096,-0.022201917167085104,0.12435234075165368,-0.004975284177443175,-0.03397482682865993,0.03798729943507582,0.011361009394980404,-0.03511926370360796,0.029141031312123603,0.01923745105813067,-0.0239505269295492,-0.004936023927232925,-0.03455339139281979,-0.07577954760372592,-0.06674579475516543,0.0220459868091937,-0.03951428403127539,-0.0523127779938832,-0.037145086814210596,0.0018982830914452094,-0.013644503225678587,-0.028693550613002477,0.1404746122430735,-0.0030385144267692787,-0.12804290242401825,0.1724147061935792,-0.08463278786366035,-0.06940904920679157,-0.05532191829281992,0.163069269099342
Front bearing temperature (°C),0.10026703241492817,-0.10114968370194996,0.10163634451294191,-0.024817267911359544,-0.001881261854000563,-0.004232146108230805,-0.0023012316485728577,0.10175464986450171,-0.06577479299544034,-0.1391134660056304,-0.04987623475821242,-0.054531770946564445,0.09099164315200377,-0.07623695468518549,0.04223611727118973,0.11530028121862303,0.009514604006551363,0.05089441086250294,-0.0550514779631551,-0.045512828229204993,0.04317177477620389,-0.0013786685335976266,-0.004688584713857112,0.008898943626757213,-0.04335724500306984,-0.033085793718131765,0.09035761599481595,-0.0013889369575637214,0.019396218628746777,0.03743268193315598,0.05192309680927119,0.03073747292138615,0.03509312530317078
Rear bearing temperature (°C),0.04622295585569603,-0.09642429949517312,0.16948492049647776,-0.0553955902588273,0.0021015042163811523,-0.02970045667213197,0.01984121464350814,0.17513835992564497,-0.05280162154598219,-0.1616913098527169,-0.06059633262279074,-0.05894816906322241,0.09849788808795136,-0.06999130951127798,0.02493938395417419,0.13960866867293786,0.047355056865356564,0.08451101866849191,-0.06967115278278035,-0.09779002328777939,0.035757318431788636,0.036087524844038134,-0.005312376361615985,0.02095042532868028,-0.09743948523524384,-0.012893926133592248,0.08294241609652653,-0.04596026759410045,-0.02418108718167209,0.006568500655427901,0.019334796461586055,0.046485770135799645,0.029149224203279
Stator temperature 1 (°C),0.04599138895977788,0.05655316230664957,0.07359288190430488,-0.006336937997805566,0.007779358473746294,-0.1044749333376926,0.0178172344994401,0.13263674380437562,-0.016884546428702903,-0.11822474970526432,0.13660913037105515,-0.05506623460884665,-0.11023862377305997,-0.042627123749679,-0.06485944619016129,-0.10445767753642451,-0.11530647556552902,-0.08170987066267756,0.03523273456598745,-0.0709185523263609,-0.05937968265430366,0.19480007816308045,0.03724994141538322,0.009082833969825298,-0.11249881546851531,-0.004579241963479558,-0.010402689843339443,-0.11386950919093532,0.22825655373449177,0.6003011770298098,-0.2265884762510062,0.06989617163887049,-0.08377695380845412
Nacelle ambient temperature (°C),-0.01891150784203698,0.11079634660435055,0.21151478817980782,-0.0124446488847931,0.053009201401338066,-0.07719750366906858,-0.04610495344304276,-0.13008406694402525,0.005386615239690092,0.04677140463196983,-0.005979284866436583,0.023432838331419015,0.000643907006303136,0.012966168084073883,0.022481351502941824,0.018279903142259503,0.011591843892393148,0.03857321057844575,-0.05193879988048965,-0.03959938322441962,0.03719474164748759,-0.037391310861360515,-0.012695384058864369,0.0031449807667611983,0.011427771455084246,0.002663296133371823,-0.1207428258325823,-0.011903150609033922,-0.017806553801313053,-0.0998797831346872,-0.0780638595952668,-0.1281333375404237,0.009620205308219916
Nacelle temperature (°C),-0.08084708273773651,0.032939815995049734,0.19009615072101527,-0.04477479891961818,0.03852249308522545,-0.05576020198073763,-0.006932879647801571,0.022176273275837093,-0.005691968813155276,-0.043757485100704194,-0.0591052463149098,0.008042634011778897,0.06447241058523448,0.08212008441621116,-0.10564257832142958,-0.062401090875005095,-0.026499464370121042,0.043109538820600375,-0.05540746121586935,-0.040228102054367366,0.030137074378931535,-0.022620044207787595,-0.01584790054295255,0.019509445646480328,-0.012392115093663593,-0.0009988272221961823,-0.04796809369640724,-0.03900020075457317,-0.06827183636806886,-0.07191628277689949,-0.04071766817143936,-0.13718480246695725,0.009144652338055361
Transformer temperature (°C),0.10286811136513666,0.0898129556487755,0.064593349834695,0.039636845269210984,0.041442257054030006,-0.025951033845674442,-0.04872213637474685,-0.14524103735262583,-0.037565913050191475,0.02105826384538321,0.01894949706215676,-0.05197263736022411,0.03215233139706472,-0.0276667539240246,0.011025775266901764,0.05604074796600138,-0.08877275614020232,0.0037439294266949225,-0.0681899064640381,0.014035709466208314,0.10811736486565798,0.03690829914905506,0.0010679342034712403,0.0071633529867419325,-0.04621331797148982,-0.0516877123243529,0.0482438649905216,0.02038586669607632,0.09001748474095288,0.1745009840406903,0.043046816328304136,-0.17246081973004057,-0.015602490286369706
Generator bearing rear temperature (°C),-0.028112594518057723,0.06536489281581488,0.1768312237541922,-0.04562455723354912,0.002989286226983796,-0.09619635745097029,0.017819585468246968,0.05756544094922473,0.03854082233485661,0.039957276377237644,0.20843447902218093,-0.03587672593109573,-0.17025396522240532,-0.09436078963589162,0.06611184790185036,-0.08418257908726715,-0.2118357823796184,-0.09966326854875693,-0.01203990567672688,0.04663629983399158,0.11640926321685338,-0.035011154310723686,0.004342356740213343,-0.01740965833110423,-0.05889894924182746,-0.036428526384543775,0.18273068845941248,0.04960511384526799,0.010867306125991183,-0.1581093294839541,0.0828200215246076,0.15072332517233436,-0.03743054540620487
Generator bearing front temperature (°C),-0.058806945274562455,-0.06433353768254917,0.1348257279747757,-0.06630603169830858,-0.016985747758862982,-0.059505406372009934,0.0571206874766211,0.2120685838069644,0.0710401444766749,-0.08711346411762286,0.1057385831176854,0.020073631465730102,-0.1447759974946661,0.04811636441526124,-0.08411664621296053,-0.15602042612133324,0.016147184919401522,-0.05363500632204632,0.10633933361446103,0.06478507600651899,-0.14314909679884588,-0.013290259700992638,0.00979634441412875,-0.01429195927472368,0.09070839875191604,0.008312985880063191,-0.1012863584167466,-0.0055543620634417295,-0.026615723902327262,0.12990510774846853,0.05451520463314283,-0.14701483517341546,0.11708998793025091
Temp. top box (°C),-0.07026326164827856,0.01809600941177182,0.18545325857142542,-0.040397796339707734,0.031188215179622728,-0.08072460956060856,0.01981822375111576,0.052145783308519954,0.02807400575394869,-0.026516059842024764,-0.01225714963072162,0.039731877368158086,-0.03138641085805117,0.043386913112759294,-0.03381882011843124,-0.014528746915216452,0.15938347680391715,-0.008093742201918235,0.04266296201688523,-0.08426434420089084,-0.07114005576082968,0.07241178867117189,-0.0035919466787857953,0.013486873616929237,0.04017424862104808,0.06786837060013018,-0.14952608660958258,-0.049780147010715634,-0.004719151236069821,-0.14459429471446855,-0.23052433764018646,0.15096052496678092,-0.24432092555980167
Hub temperature (°C),-0.028392261714534284,0.10047778499726956,0.19847125204421398,0.029531283503335025,0.05267286964955658,-0.11610145051093088,-0.054425845429166175,-0.1495744928662307,-0.012703130733448274,0.03682795687100638,0.015050869272891473,-0.00840470034076654,0.014031166566171113,0.019035354521887086,0.020168614196779042,0.042414904949820836,0.059658102162530244,0.026642075793102626,-0.028765315733415335,0.07189896330223057,0.022791140979721312,-0.004842187661278454,-0.006213529467812994,-0.0011007164391758023,0.019783752614959915,-0.0010248426396932513,-0.07399693087832934,-0.010075586717577056,-0.013296037944316089,-0.006709793738797425,0.05107866669792058,-0.03369454027895923,0.019377939367131457
Ambient temperature (converter) (°C),-0.010259391428557535,0.11907624492112082,0.20903321631822602,-0.020980106479390855,0.0528264034328065,-0.05209967849515619,-0.05587848751444677,-0.14049398920658251,-0.013356047381807535,0.03443420256239473,-0.008827316249180926,0.013404262152984464,0.013508162862540725,-0.011229854777305315,0.03441467298614648,-0.00068407577757361,-0.014962339534409784,0.03056265862045531,-0.048160673276112655,-0.043519465080612635,0.045450161139347085,-0.03026571610835159,-0.016307093944853076,0.0021450838395018863,0.0007381248552118178,-0.0066679139041421415,-0.10504104027258061,-0.0020005222621917312,-0.027303199624944444,-0.06549236971621321,-0.09088793679242672,-0.12818320012736287,0.015909623399953988
Rotor bearing temp (°C),0.03756824773410658,0.0687358894895624,0.2083933134549659,0.014646375909790977,0.04988513061904006,-0.07284323730295056,-0.04261862791082664,-0.10544924259536083,-0.002421063629476171,-0.009723662410146085,0.014250407123870181,-0.027451875700020365,-0.007346238828209853,0.030561748001397326,-0.03001876920834124,0.13502045350166464,0.060795443112189505,0.07460785189976804,-0.07834860207033859,0.010993065588745127,0.04077003850905021,0.034277750258340706,-0.007893075129558799,0.0017424805700337782,-0.014288659298159416,-0.027122127754718117,-0.03502296698179691,0.01084051074964859,0.046349866002418305,0.04907489892523602,0.030876887554603417,-0.15590510069188598,-0.03222211393589024
Transformer cell temperature (°C),0.005371255830639542,0.11862701232532943,0.20998726283485145,-0.005024000937499021,0.05683457171056936,-0.06626863583535313,-0.05077589020790369,-0.15161215128180577,-0.00828317769143894,0.04783819983388835,0.0021586823981928414,0.0035745300988112693,0.00906984197893637,0.0004530919451803363,0.022442619574164643,0.03722397624596281,-0.008145545253113383,0.03568846734311288,-0.05664885829164757,-0.01677912083456429,0.0626583196450332,-0.021651405059598682,-0.011048268197958424,0.004757300116990244,0.007593130867856051,-0.01171054982447884,-0.09654015954009676,0.0043714925747892555,-0.0008817299118498712,-0.04796413180150205,-0.047350622282381925,-0.15518202491720492,0.00859627013136665
"Front bearing temperature, Max (°C)",0.09802706374661974,-0.10002827544950631,0.11234058525583414,-0.04452733138914133,-0.009793543409956489,0.03050015432983044,-0.001536728613351219,0.09879323115072283,-0.045419826776001676,-0.12367918287939116,-0.0646663720925001,-0.024589230937993367,0.07618323700307726,-0.0718418644306023,0.06706021904768554,0.07988447554469497,0.04440739827478558,0.06688181986261162,-0.060415111551973225,-0.0035424288065174416,0.06379664983095372,0.009450872317440849,-0.003712731142943552,0.010666873853250882,-0.06129770828155688,-0.03222311154387385,0.11439252805294717,-0.034000205668213365,-0.011840955796325062,0.05376118603766926,0.04946928592954192,0.028236758892428077,0.02021829717844808
"Front bearing temperature, Min (°C)",0.09864533265823848,-0.10069520233085567,0.08593565766314905,-0.0035302474440033647,0.00590513692913572,-0.0406630756458124,-0.0027805836849133484,0.10314463061428396,-0.08539948161658592,-0.15285602418349717,-0.027825281472994318,-0.08603584700023692,0.10057993394999105,-0.07506565095271538,0.00795609110451283,0.1546322801709959,-0.027313305216139224,0.03697259699662585,-0.05059577630286359,-0.09407332016527975,0.020382917670332738,-0.012059956809553256,-0.006693915497092241,0.007278288719621137,-0.026719198405428843,-0.03504566804075813,0.06468668612211323,0.035228067148092915,0.04961723367293992,0.019560678747698568,0.05735402680164752,0.0322510504331763,0.056966289774861484
"Front bearing temperature, Standard deviation (°C)",0.007278856964300006,-0.007174454841012437,0.07912188692297387,-0.11046249279526589,-0.04207264981184236,0.19206206611800425,0.006323552575142857,-0.0008543522912805253,0.11798146991452257,0.07277389302341665,-0.10375291955908511,0.1857062581490163,-0.08806185104583805,0.02547958558968506,0.14862953581427535,-0.17268348207782158,0.19771644562462376,0.09893033219514202,-0.05022662432804601,0.22433875533551298,0.13150594537581542,0.08716627582551208,0.0067053774935283755,0.013398610739894753,-0.1321452417979734,-0.004082253589373905,0.17351199354310273,-0.21620173487678152,-0.17786614298020947,0.1123888297591068,-0.01656991094202384,-0.0014428933824822965,-0.08607600545122691
"Rear bearing temperature, Max (°C)",0.04846908994880964,-0.09342126819944724,0.17663487084054943,-0.07940016912612169,-0.009435781919024557,0.02019131730479443,0.019368746505756866,0.16110574053499785,-0.02024837150885355,-0.13261621609386712,-0.0780076687967859,-0.017316961454471525,0.07592912044900796,-0.06314526002380004,0.05723947757067943,0.08765589338758455,0.08660604009364219,0.09677806142131337,-0.07184661291092163,-0.03520063169390547,0.060630033594660133,0.04838602554517798,-0.003107861199761092,0.02060952721371752,-0.11390964874050594,-0.0109813494491708,0.10941276016988541,-0.08489825132360415,-0.05435939907362047,0.025463465054040922,0.01665695150594885,0.03811658794135447,0.01184698124538014
"Rear bearing temperature, Min (°C)",0.03845342736094774,-0.09520236030720773,0.14853694770460119,-0.02549433676445557,0.014242102322323685,-0.08332022314500895,0.018761099968149973,0.18071418706481956,-0.08858564049050634,-0.1863269545259795,-0.02957422560157991,-0.10810256274288207,0.11719092189832529,-0.07153388969120987,-0.021339328509718213,0.1956045752747039,-0.002328828364345207,0.06732644858600784,-0.06367461131062489,-0.16818077558730124,0.003400458745634223,0.017613048106461117,-0.008440400776367828,0.019491646581288512,-0.0728852183484108,-0.01713995856100146,0.048970660933272896,0.006438378646387709,0.012200631316337751,-0.013369045015805315,0.02411919589597205,0.05649190845720833,0.056093992733683845
"Rear bearing temperature, Standard deviation (°C)",0.028010136880754512,-0.020184835820177605,0.09270252524727074,-0.11258681035517355,-0.043471172863606265,0.18646894259577837,0.008105229485388353,0.00824579559771099,0.1271408118535825,0.06616315822780254,-0.10534377731786485,0.1742429376100166,-0.07730951628710574,0.01686914274408114,0.14213003989801304,-0.1539215061069819,0.1824005783193398,0.08713531853908538,-0.04770142820540162,0.2137221999231531,0.12549648745295658,0.0928106449541137,0.008575302544563545,0.009699089832671476,-0.1314149379272459,0.002556418766519755,0.15950854077673016,-0.20686025191475593,-0.14325918781236305,0.08963409438173059,-0.010999878633757343,-0.014317600962474204,-0.06703814259610114
Temperature motor axis 1 (°C),0.017181099770151555,0.21868303455500154,0.009716444683548243,0.03338496766107648,0.030045400986027457,-0.04084644558334201,-0.06155171808428688,-0.13057573801672687,-0.10578685140722127,-0.01433380493467374,0.04928165150058207,-0.06829272603975388,0.0399989764409889,-0.06800547700869586,0.08031133532591898,-0.1164073111014721,-0.04762768911997318,-0.008510128255256127,-0.03726381881059897,-0.02593943952130475,0.05111460204895323,0.1093253414323335,0.009279675533083174,0.02978882003521956,-0.07591604832979579,-0.013963432440845962,0.004473135721546107,-0.01450234366968818,-0.07564519994280455,0.1499928346878749,-0.11364903500771367,0.01135581975062073,0.04929678658471377
Temperature motor axis 2 (°C),0.019651179634791384,0.21777532850167913,0.006817478696905784,0.03461421561535203,0.028921386265905492,-0.04023746605955758,-0.06178034675105053,-0.13055765605360944,-0.10709073903700962,-0.015281165993425758,0.04790159437423356,-0.06746888573313913,0.03947526360778325,-0.07186786483787287,0.07877016449502841,-0.11362025604925075,-0.0470953167996324,-0.007077668313829008,-0.03918915485274796,-0.02750383880152639,0.051564535721707425,0.10943237775713371,0.009369501018784324,0.029610743337127994,-0.0769119790907363,-0.014807545294484609,0.005378068713376126,-0.013684777524537055,-0.07502294533713864,0.1527836548086866,-0.11099361470196348,0.013393680962418648,0.05228991569819693
Temperature motor axis 3 (°C),0.01514254740792709,0.21844417864364737,0.009025253141176963,0.03318073011575597,0.02813509776499634,-0.03942331180475649,-0.06304240784930376,-0.1306686562950817,-0.1066882304305008,-0.018993064585904985,0.04897117185742746,-0.0657198218898157,0.03855812821128261,-0.07002452451873777,0.08443540664744695,-0.11859101846942464,-0.04118270169421922,-0.0065846180491319385,-0.03580595437305511,-0.025797083077688285,0.04541200037439076,0.10609581828539047,0.009000039635355832,0.02911097322262734,-0.07156213625018844,-0.011634250985207005,-0.004321389176020915,-0.012695889738466342,-0.08135825181753006,0.1367920594990803,-0.11386090006871684,0.016352555076441164,0.06021368573473137
CPU temperature (°C),-0.06841106935293241,0.009070833524566434,0.16976894803104578,-0.040875272583206286,0.02638584165999387,-0.0758412761864549,0.027215463995764855,0.06607987396241928,0.0335124225388926,-0.029317074446604113,-0.017687948901967326,0.047430281481178775,-0.03869275981840322,0.046480363637579514,-0.03752095242960571,-0.004493925928176703,0.18599397736169163,-0.014915898703095655,0.0529145402499569,-0.10767879655710978,-0.08750250849840185,0.09332322609140895,-0.0016567142945913289,0.015286922947375808,0.04180344860532463,0.07535131885565298,-0.1517640236241285,-0.049211992954270686,0.005421357606412658,-0.16526046883565065,-0.2558159444031607,0.20337624102843976,-0.29165351125351596
"Nacelle temperature, Max (°C)",-0.0794329500524344,0.024214008800716474,0.19658478046026817,-0.05237725526515786,0.03327134874059803,-0.04456823100460864,-0.00431954633997078,0.029854611216120878,0.008040750818511808,-0.04345965744196312,-0.05698765086571209,0.020268740246254174,0.044905277590395684,0.07417912406611475,-0.07564898727777296,-0.0685870541823449,0.013261127517878593,0.05749985317388939,-0.05909296962532282,-0.00952338054914552,0.04908411092835589,0.008606713057934607,-0.011283390809032732,0.01928345017311281,-0.029751845030083983,0.004888547050517351,-0.06610426744072992,-0.004104002205272178,-0.04090134360503949,-0.0652471736537981,-0.03625658235734293,-0.1252691396264981,0.027075609056267966
"Nacelle temperature, Min (°C)",-0.08038903916665016,0.04193377988282687,0.18215300875653045,-0.03708562949255032,0.04330342547051685,-0.0640824013259392,-0.009809467359006662,0.009749153276299102,-0.016895709390105686,-0.03835780496797792,-0.05647278462144526,-0.0007953467850545149,0.0763290219620678,0.08389702496848044,-0.12297066898032974,-0.05209712235635731,-0.05876616711658397,0.025100810882476034,-0.044597603289143174,-0.0674069835745923,0.004925515973343078,-0.05467546093894898,-0.019400881940503628,0.017597629968882405,0.0077695020580320585,-0.005342177230804809,-0.03229518693596603,-0.07862749333852008,-0.09786295696709207,-0.07368094921004777,-0.049992422605815934,-0.14729214383347666,-0.008046465741431141
"Generator bearing front temperature, Max (°C)",-0.05894773706001323,-0.06486475443106335,0.13615214252946706,-0.06741170559017406,-0.018599156670736177,-0.056713628914340126,0.05573211784938313,0.20691422902907822,0.06895366292757261,-0.08214728448556084,0.11401197927575059,0.015996801958766474,-0.15026804158995646,0.01681433581599446,-0.043388477170125166,-0.13999492813316775,0.03720138923315277,-0.057416179230928586,0.12035430535364824,0.06280060154377437,-0.1578540836075168,-0.023129333334701074,0.010877154026293719,-0.016981758673861667,0.10228600233699434,0.01297012059905183,-0.11186181248861302,-0.007080373894876257,-0.03751097906710112,0.1094035397839673,0.06098785372400744,-0.15938371721722486,0.13028564948764407
"Generator bearing front temperature, Min (°C)",-0.060436661716593135,-0.06443831968076763,0.13339099686296338,-0.065702795632676,-0.015782303255224655,-0.06040957287179896,0.05632891885839479,0.2143930702208296,0.06274344457448043,-0.0931438074243964,0.08965506566138043,0.013521124131488446,-0.11681924093165162,0.06185921297391704,-0.10475240260512739,-0.18615911032953666,0.005399187232339712,-0.04899326072643166,0.09663111562266945,0.07900258197994561,-0.12623306393808192,-0.017912866809181374,0.008014424672235244,-0.012311939289554649,0.09075562380710482,0.00994129486594579,-0.08862655165738252,-4.438821337942461e-05,-0.03973092554302434,0.09935609624277891,0.065308783071414,-0.13773451221518018,0.11697427671658489
"Generator bearing rear temperature, Max (°C)",-0.02932759074657544,0.06577960970388333,0.17538851108675405,-0.04586663731534317,0.002266987089970317,-0.09350896078433744,0.017867588286843455,0.055707701471562635,0.039490240736180196,0.04357295497733299,0.2103426744693049,-0.03437709113085554,-0.17495501659047377,-0.10695897605809859,0.08024062308884607,-0.06986775428071576,-0.20317022028471654,-0.09980164842017139,-0.007472719382930244,0.045781431809997344,0.11115225693769953,-0.04666973046002192,0.007274486757717675,-0.017326410458361884,-0.051729184443158764,-0.03477996392078462,0.18584015439298845,0.04919062108356412,0.004490065026933908,-0.1830181476303974,0.09945716579549098,0.14225421147851228,-0.044556040657791625
"Generator bearing rear temperature, Min (°C)",-0.027330439261370954,0.06446256740140281,0.17891677333655379,-0.04544548206701503,0.0035059467426506734,-0.09759262626382528,0.017992119835083142,0.05944422917466015,0.03771852626518183,0.03863401701140727,0.20024362680234556,-0.03672158201170215,-0.1594681443805043,-0.08391658453934414,0.05291354554496464,-0.09493531065909637,-0.21718029698729477,-0.09595167543830366,-0.017099542742181978,0.0548819270531266,0.1232760523887647,-0.04232231667488682,0.006913419103905878,-0.01657901858303757,-0.05442766964690384,-0.03531441248086196,0.18439113568004975,0.059511578377754844,0.009751082547354871,-0.1886428944808127,0.09958890847380578,0.14915001584081405,-0.03527363763608984
"Generator bearing front temperature, Std (°C)",0.00514538438882433,0.001836174900898096,0.01718947413972892,-0.01270042176542764,-0.01324757488469156,0.017991635294630916,0.0115880337302655,-0.029715370310197917,0.046612729159753924,0.0984026561515665,0.13975624761423533,0.01925692162657585,-0.20183517792387684,-0.24135993652911586,0.34501073985464803,0.31620536908304636,0.19612861996996017,-0.03346863008355235,0.13299021560796162,-0.13100591237319587,-0.17630347469738472,-0.01452605334728993,0.01157220870287097,-0.020935479846947932,0.041786950971495894,0.012695226360091516,-0.1464181077692122,-0.04530572987881193,-0.0394146050612569,0.04712506595385765,-0.0335006572413447,-0.15303234636868585,0.10737407554537463
"Generator bearing rear temperature, Std (°C)",-0.025775193248199168,0.02540667314495137,0.0004477450266825753,-0.01219771366148245,-0.013071114365328958,0.01977855507948663,0.002950163751200091,-0.02584445163319035,0.034531781907348714,0.05703644086176823,0.15659198650706602,0.0338262085761667,-0.2284115107918647,-0.27711773579332905,0.3273088921460565,0.29085431690995545,0.11148718455211729,-0.06294388963611047,0.10463293239661423,-0.11544473640558395,-0.12848668583052797,-0.048193794344666814,0.0038116995439740967,-0.008673350897377387,0.022602602300051178,-0.004645464927482218,0.03564453347347304,-0.10660337464229494,-0.08955180913970429,0.027667561890554252,0.021509294371328282,-0.07189683575888763,-0.10318740895080894
"Nacelle temperature, Standard deviation (°C)",0.0012410412137784683,-0.043493575682446044,0.0336415226848775,-0.03762743819025711,-0.01965726992874114,0.03749730303315324,0.04473497281449426,0.06175387449622244,0.08081892136189839,0.03636411465991229,0.04223789518186828,0.035541154225428,-0.1155509315206688,-0.017082075938431807,0.14274638259866443,-0.040869069345880624,0.2675623295316408,0.12715706492114343,-0.11442401914854959,0.13508769555769795,0.25026103843673525,0.3586094379789372,0.029005275635643608,0.03621710243605014,-0.1517318823941366,0.04498576656583057,-0.2979720480985139,0.4990060056777064,0.401226608115931,-0.05297098378524481,0.048531869558151065,0.0796851287229486,0.15996873287342278
"Hub temperature, min (°C)",-0.02004719480010087,0.08035553998905108,0.15416734085338268,0.05561489524021939,0.07572826870298313,-0.05293588141263639,-0.10045260373427668,-0.18793006985797472,-0.031369504455463014,-0.07804903527038902,-0.05858806539879023,0.048469056998691286,0.01755037062875119,0.08006651343147769,-0.07575160591099023,0.038140253155503054,0.1945606154360765,-0.04667976092225626,0.14690512117203458,0.045441092660376645,-0.15164707026500893,0.007169132885757407,0.016921120790947108,-0.01710993962835279,0.004631945845000412,-0.017700219360134738,0.0364347081280386,-0.04889133613564932,0.01125621085191629,0.0975668278140414,0.29174711321468694,0.30639442645087345,0.024034569811666726
"Hub temperature, max (°C)",-0.019762427454352104,0.08119611589341662,0.15576356296549626,0.05509706511037259,0.07641534469018925,-0.05424864704602163,-0.09776135678009917,-0.1864044054795732,-0.030079728176415764,-0.07233206573556729,-0.055555028648615806,0.04714039665641682,0.015704302269839012,0.0799708875478045,-0.07802469908256932,0.04101519469143624,0.19857251504210943,-0.049240137647893534,0.13860512952673792,0.032550852021130075,-0.1264283734351341,0.029440576929581096,0.01393027042446285,-0.008139170346921196,0.05901483757419577,0.005675583773986397,0.05075075274507325,-0.05524153967000848,0.00757491174417789,0.10293674601313854,0.295313663784054,0.30729546731080953,0.030763888369567546
"Hub temperature, standard deviation (°C)",0.004120946408795022,0.009018875765026302,0.017865943895164514,-0.007650729208425485,0.0076912729949917815,-0.016285036180379835,0.03619398895417348,0.02154143666181453,0.01787031360137904,0.07566054392814281,0.040819157011477425,-0.016561087592552665,-0.02294101259068553,-0.0030084949872799137,-0.02755059732519874,0.036118775731987095,0.05072943140367822,-0.03255637114615767,-0.1132427787061836,-0.17261560559305777,0.34072949772709454,0.3000263564110143,-0.04044405137516283,0.12174611414532799,0.7368581620454213,0.3148602187046672,0.19817947903867653,-0.08663447618347044,-0.049888357924587956,0.07598940747356007,0.04773434136841,0.005376482851023719,0.10102960815009818
Voltage L1 / U (V),-0.021877670284819736,0.02599986102201325,0.10084306792838077,0.24427150097501343,-0.12412962797373774,0.06591719002987399,0.04987539680623684,0.04674178004259338,0.008050219518754672,0.08324455815621302,0.016224990125294582,-0.03851626868410126,0.008366506120437113,-0.0017514606123138377,0.040894535786162735,0.00152710870534657,-0.0719698658124469,0.14823105538037526,-0.16514561697518063,0.08384606284705436,-0.18762454711204468,0.026369955803052902,-0.004053422877277379,0.012130095400382122,0.04957221400317168,0.026733579829227028,8.191235568065329e-05,-0.027038863062340403,0.01652891570949168,-0.0035132748927088828,0.020341343689868886,0.03621337847391825,0.0241962065440129
Voltage L2 / V (V),-0.04010934365949328,0.024972418111900558,0.0957496027831924,0.23776050648030653,-0.11808196466175837,0.07595363907926536,0.05309684825282234,0.046246205189301115,0.005966352953650091,0.08213552499054481,0.013514910597064977,-0.03702911401495587,0.010626415483393492,0.001113882711704934,0.032752004101145905,0.007683422694246352,-0.06678688424974133,0.14305275653749266,-0.1550784691824516,0.07082001303973587,-0.19340912330824192,0.04138828874559099,-0.001664753236340976,0.012634899319333754,0.04435534861108123,0.028907402866948394,0.012041447633062873,-0.029977895299732094,0.027489482750849024,-0.0019188401106022025,0.003011081898574523,0.04835260454239187,0.0008576328834710447
Voltage L3 / W (V),-0.032197850731706334,0.018435258196010895,0.07955688312276502,0.23895505582177118,-0.11655123575596801,0.09196179481832382,0.05980900204766257,0.06176417340474344,0.006015104556966669,0.0738814832121802,0.01784513845221635,-0.030826694996494312,0.009439431781377095,-0.010437055441434221,0.04164952540953391,-0.0053566204152116674,-0.10563722012999628,0.15007585671786997,-0.18110651802797775,0.05529626696156843,-0.18816569113178894,0.05879739772342879,-0.004236122428574317,0.022425449425265337,0.0475669689021532,0.0325474425695582,-0.013396615413095414,-0.04161486594608988,0.033438436052723765,-0.00793628428961966,-0.008507249382388608,0.030655923691185746,-0.04600380197876215
