feature_1,feature_2,abs_correlation
"Current L2 / V, max (A)","Current L3 / W, min (A)",0.878255236377871
"Current L3 / W, max (A)","Current L2 / V, min (A)",0.877743332787504
"Current L2 / V, max (A)","Current L2 / V, min (A)",0.8776418710626409
"Current L1 / U, min (A)",Gear oil inlet pressure (bar),0.8761599898889543
"Wind direction, Maximum (°)","Nacelle position, Minimum (°)",0.8755971199162059
Generator RPM (RPM),Gear oil pump pressure (bar),0.8741030858755243
"Wind direction, Minimum (°)","Nacelle position, Minimum (°)",0.8739328167761798
Rotor speed (RPM),Gear oil pump pressure (bar),0.8739005786287116
Gearbox speed (RPM),Gear oil pump pressure (bar),0.873772555282612
"Current L1 / U, min (A)","Current L1 / U, max (A)",0.8729575554558469
"Front bearing temperature, Max (°C)","Rear bearing temperature, Max (°C)",0.8724668537707477
"Reactive power, Max (kvar)",Generator RPM (RPM),0.8722981992480652
"Reactive power, Max (kvar)",Rotor speed (RPM),0.8721746528340389
"Reactive power, Min (kvar)","Rotor speed, Max (RPM)",0.8721559854605873
"Reactive power, Max (kvar)",Gearbox speed (RPM),0.8721389773649046
"Reactive power, Min (kvar)","Generator RPM, Max (RPM)",0.8719577886511442
"Wind speed Sensor 1, Minimum (m/s)","Current L1 / U, min (A)",0.8717941561749883
"Reactive power, Max (kvar)",Drive train acceleration (mm/ss),0.8703853551274641
"Current L1 / U, max (A)",Gear oil inlet pressure (bar),0.8683257508294471
"Generator RPM, Min (RPM)",Gear oil pump pressure (bar),0.8635525576788341
"Rotor speed, Min (RPM)",Gear oil pump pressure (bar),0.8632829667412363
"Wind direction, Minimum (°)",Yaw bearing angle (°),0.862076620110659
Nacelle position (°),"Wind direction, Minimum (°)",0.8618874702805329
"Wind speed Sensor 2, Maximum (m/s)","Reactive power, Max (kvar)",0.8607127193378666
"Wind speed, Maximum (m/s)","Reactive power, Max (kvar)",0.8603761600878531
"Wind speed Sensor 1, Maximum (m/s)","Current L1 / U, StdDev (A)",0.8588173581422706
Wind speed Sensor 1 (m/s),Reactive power (kvar),0.857843597337125
Power factor (cosphi),"Power factor (cosphi), Min",0.8569215536049185
"Current L1 / U, min (A)",Gear oil pump pressure (bar),0.8563359428028139
"Wind speed Sensor 1, Maximum (m/s)","Reactive power, Max (kvar)",0.8562452993982608
"Wind speed Sensor 2, Minimum (m/s)","Current L1 / U, min (A)",0.8559164413676588
Reactive power (kvar),"Rotor speed, Max (RPM)",0.8548053932395844
Wind speed Sensor 1 (m/s),"Reactive power, Min (kvar)",0.8547873067505168
Reactive power (kvar),"Generator RPM, Max (RPM)",0.8547646183014166
Density adjusted wind speed (m/s),Reactive power (kvar),0.854193177835147
"Wind speed, Minimum (m/s)","Current L1 / U, min (A)",0.8540999771599916
Wind speed Sensor 2 (m/s),Reactive power (kvar),0.8540189394667196
Wind speed (m/s),Reactive power (kvar),0.8538271579285184
"Wind speed Sensor 1, Minimum (m/s)","Generator RPM, Min (RPM)",0.8537875117562894
"Wind speed Sensor 1, Minimum (m/s)","Rotor speed, Min (RPM)",0.8533127381848512
Front bearing temperature (°C),Rear bearing temperature (°C),0.8531486541930247
Temp. top box (°C),"Nacelle temperature, Max (°C)",0.8529545786638969
"Wind direction, Minimum (°)","Nacelle position, Maximum (°)",0.8516622026574542
"Current L1 / U, max (A)",Gear oil pump pressure (bar),0.851657268895234
Rear bearing temperature (°C),"Front bearing temperature, Max (°C)",0.8506530704549952
