feature_1,feature_2,abs_correlation
Wind speed Sensor 2 (m/s),"Reactive power, Max (kvar)",0.8812078925927606
Wind speed (m/s),"Reactive power, Max (kvar)",0.8810700750336875
"Wind speed Sensor 1, Maximum (m/s)","Current L1 / U, StdDev (A)",0.8809979375293179
Density adjusted wind speed (m/s),"Generator RPM, Min (RPM)",0.8809550009351085
Wind speed Sensor 1 (m/s),"Reactive power, Max (kvar)",0.8807942878767998
"Wind speed Sensor 1, Minimum (m/s)","Current L1 / U, min (A)",0.878902270944483
Wind speed (m/s),"Rotor speed, Min (RPM)",0.8788724958763565
Wind speed Sensor 2 (m/s),"Rotor speed, Min (RPM)",0.8787400691648041
Hub temperature (°C),Ambient temperature (converter) (°C),0.8784232233004923
Wind speed (m/s),"Generator RPM, Min (RPM)",0.8783007273003591
Wind speed Sensor 2 (m/s),"Generator RPM, Min (RPM)",0.878202147322823
Reactive power (kvar),"Generator RPM, Max (RPM)",0.8778049201751751
Reactive power (kvar),"Rotor speed, Max (RPM)",0.8777397171774395
"Wind speed, Maximum (m/s)","Reactive power, Max (kvar)",0.877154135628814
"Wind speed Sensor 2, Maximum (m/s)","Reactive power, Max (kvar)",0.8767361460736991
Power factor (cosphi),"Power factor (cosphi), Max",0.8763444029771352
"Generator RPM, Min (RPM)",Gear oil inlet pressure (bar),0.8747109313337178
"Rotor speed, Min (RPM)",Gear oil inlet pressure (bar),0.8744693059047498
"Current L1 / U, max (A)",Drive train acceleration (mm/ss),0.873918517555274
"Wind speed Sensor 1, Maximum (m/s)","Reactive power, Max (kvar)",0.8735166719267263
"Wind speed, Maximum (m/s)","Current L1 / U, StdDev (A)",0.8728134317559855
Wind speed Sensor 1 (m/s),"Rotor speed, Min (RPM)",0.8727999977814483
"Wind speed Sensor 2, Maximum (m/s)","Current L1 / U, StdDev (A)",0.8724116743885801
Wind speed Sensor 1 (m/s),"Generator RPM, Min (RPM)",0.8720188983613205
"Current L1 / U, min (A)",Gear oil inlet pressure (bar),0.870373589236088
Generator RPM (RPM),Gear oil pump pressure (bar),0.87027480340621
Rotor speed (RPM),Gear oil pump pressure (bar),0.8698664022427903
Gearbox speed (RPM),Gear oil pump pressure (bar),0.8697260077866931
"Current L1 / U, max (A)",Gear oil inlet pressure (bar),0.8686512374541908
"Reactive power, Max (kvar)","Rotor speed, Min (RPM)",0.86715165609644
"Reactive power, Max (kvar)","Generator RPM, Min (RPM)",0.8669154647718412
Current L3 / W (A),Gear oil pump pressure (bar),0.8651789736287869
Gear oil pump pressure (bar),Apparent power (kVA),0.8649522531719759
Current L1 / U (A),Gear oil pump pressure (bar),0.8649186342167718
Grid current (A),Gear oil pump pressure (bar),0.8648418887465634
"Front bearing temperature, Max (°C)","Rear bearing temperature, Max (°C)",0.8643411800807678
Current L2 / V (A),Gear oil pump pressure (bar),0.8643275856165846
"Wind speed, Minimum (m/s)","Current L1 / U, min (A)",0.863430660469928
"Wind speed Sensor 2, Minimum (m/s)","Current L1 / U, min (A)",0.8613479170270686
"Wind speed, Maximum (m/s)","Current L1 / U, min (A)",0.8597215068428977
"Wind speed Sensor 2, Maximum (m/s)","Current L1 / U, min (A)",0.8595886691116392
"Wind direction, Maximum (°)","Nacelle position, Maximum (°)",0.8576090005419097
Current L1 / U (A),Drive train acceleration (mm/ss),0.855481242702168
Grid current (A),Drive train acceleration (mm/ss),0.8553619914609477
Current L2 / V (A),Drive train acceleration (mm/ss),0.8553058421436395
Current L3 / W (A),Drive train acceleration (mm/ss),0.8552407367787935
"Wind speed Sensor 1, Maximum (m/s)",Drive train acceleration (mm/ss),0.8550759388907896
Apparent power (kVA),Drive train acceleration (mm/ss),0.8549306062107568
Reactive power (kvar),"Rotor speed, Min (RPM)",0.8528782490263357
"Wind speed Sensor 1, Maximum (m/s)","Current L1 / U, min (A)",0.8528286309307924
"Wind speed, Maximum (m/s)",Drive train acceleration (mm/ss),0.8525020419460078
Reactive power (kvar),"Generator RPM, Min (RPM)",0.8523909920571107
Wind direction (°),"Wind direction, Maximum (°)",0.8517823915259445
"Wind speed Sensor 2, Maximum (m/s)",Drive train acceleration (mm/ss),0.8513933798109354
